LocationType,Location,TimeFrame,DataFormat,Data
School District,Larue Co.,2009,Number,189
School District,Larue Co.,2009,Percent,0.96
School District,Laurel Co.,2003,Number,440
School District,Laurel Co.,2004,Number,428
School District,Laurel Co.,2005,Number,435
School District,Laurel Co.,2006,Number,507
School District,Laurel Co.,2007,Number,490
School District,Laurel Co.,2008,Number,516
School District,Laurel Co.,2003,Percent,0.72
School District,Laurel Co.,2004,Percent,0.75
School District,Laurel Co.,2005,Percent,0.75
School District,Laurel Co.,2006,Percent,0.8
School District,Laurel Co.,2007,Percent,0.84
School District,Laurel Co.,2008,Percent,0.84
School District,Laurel Co.,2009,Number,535
School District,Laurel Co.,2009,Percent,0.84
School District,Lawrence Co.,2003,Number,164
School District,Lawrence Co.,2004,Number,136
School District,Lawrence Co.,2005,Number,159
School District,Lawrence Co.,2006,Number,154
School District,Lawrence Co.,2007,Number,161
School District,Lawrence Co.,2008,Number,164
School District,Lawrence Co.,2003,Percent,0.76
School District,Lawrence Co.,2004,Percent,0.7
School District,Lawrence Co.,2005,Percent,0.82
School District,Lawrence Co.,2006,Percent,0.78
School District,Lawrence Co.,2007,Percent,0.81
School District,Lawrence Co.,2008,Percent,0.8
School District,Lawrence Co.,2009,Number,136
School District,Lawrence Co.,2009,Percent,0.84
School District,Lee Co.,2003,Number,70
School District,Lee Co.,2004,Number,72
School District,Lee Co.,2005,Number,51
School District,Lee Co.,2006,Number,78
School District,Lee Co.,2007,Number,73
School District,Lee Co.,2008,Number,73
School District,Lee Co.,2003,Percent,0.78
School District,Lee Co.,2004,Percent,0.9
School District,Lee Co.,2005,Percent,0.77
School District,Lee Co.,2006,Percent,0.76
School District,Lee Co.,2007,Percent,0.81
School District,Lee Co.,2008,Percent,0.92
School District,Lee Co.,2009,Number,76
School District,Lee Co.,2009,Percent,0.86
School District,Leslie Co.,2003,Number,147
School District,Leslie Co.,2004,Number,127
School District,Leslie Co.,2005,Number,106
School District,Leslie Co.,2006,Number,122
School District,Leslie Co.,2007,Number,107
School District,Leslie Co.,2008,Number,115
School District,Leslie Co.,2003,Percent,0.79
School District,Leslie Co.,2004,Percent,0.76
School District,Leslie Co.,2005,Percent,0.79
School District,Leslie Co.,2006,Percent,0.77
School District,Leslie Co.,2007,Percent,0.78
School District,Leslie Co.,2008,Percent,0.79
School District,Leslie Co.,2009,Number,105
School District,Leslie Co.,2009,Percent,0.82
School District,Letcher Co.,2003,Number,201
School District,Letcher Co.,2004,Number,199
School District,Letcher Co.,2005,Number,191
School District,Letcher Co.,2006,Number,170
School District,Letcher Co.,2007,Number,193
School District,Letcher Co.,2008,Number,193
School District,Letcher Co.,2003,Percent,0.77
School District,Letcher Co.,2004,Percent,0.77
School District,Letcher Co.,2005,Percent,0.82
School District,Letcher Co.,2006,Percent,0.84
School District,Letcher Co.,2007,Percent,0.86
School District,Letcher Co.,2008,Percent,0.87
School District,Letcher Co.,2009,Number,198
School District,Letcher Co.,2009,Percent,0.88
School District,Lewis Co.,2003,Number,143
School District,Lewis Co.,2004,Number,130
School District,Lewis Co.,2005,Number,135
School District,Lewis Co.,2006,Number,127
School District,Lewis Co.,2007,Number,138
School District,Lewis Co.,2008,Number,152
School District,Lewis Co.,2003,Percent,0.81
School District,Lewis Co.,2004,Percent,0.82
School District,Lewis Co.,2005,Percent,0.88
School District,Lewis Co.,2006,Percent,0.89
School District,Lewis Co.,2007,Percent,0.85
School District,Lewis Co.,2008,Percent,0.92
School District,Lewis Co.,2009,Number,164
School District,Lewis Co.,2009,Percent,0.96
School District,Lincoln Co.,2003,Number,240
School District,Lincoln Co.,2004,Number,262
School District,Lincoln Co.,2005,Number,258
School District,Lincoln Co.,2006,Number,253
School District,Lincoln Co.,2007,Number,257
School District,Lincoln Co.,2008,Number,249
School District,Lincoln Co.,2003,Percent,0.71
School District,Lincoln Co.,2004,Percent,0.73
School District,Lincoln Co.,2005,Percent,0.77
School District,Lincoln Co.,2006,Percent,0.77
School District,Lincoln Co.,2007,Percent,0.8
School District,Lincoln Co.,2008,Percent,0.82
School District,Lincoln Co.,2009,Number,255
School District,Lincoln Co.,2009,Percent,0.86
School District,Livingston Co.,2003,Number,87
School District,Livingston Co.,2004,Number,60
School District,Livingston Co.,2005,Number,89
School District,Livingston Co.,2006,Number,77
School District,Livingston Co.,2007,Number,95
School District,Livingston Co.,2008,Number,94
School District,Livingston Co.,2003,Percent,0.89
School District,Livingston Co.,2004,Percent,0.91
School District,Livingston Co.,2005,Percent,0.81
School District,Livingston Co.,2006,Percent,0.85
School District,Livingston Co.,2007,Percent,0.86
School District,Livingston Co.,2008,Percent,0.9
School District,Livingston Co.,2009,Number,121
School District,Livingston Co.,2009,Percent,0.93
School District,Logan Co.,2003,Number,195
School District,Logan Co.,2004,Number,204
School District,Logan Co.,2005,Number,213
School District,Logan Co.,2006,Number,244
School District,Logan Co.,2007,Number,219
School District,Logan Co.,2008,Number,256
School District,Logan Co.,2003,Percent,0.78
School District,Logan Co.,2004,Percent,0.91
School District,Logan Co.,2005,Percent,0.88
School District,Logan Co.,2006,Percent,0.88
School District,Logan Co.,2007,Percent,0.94
School District,Logan Co.,2008,Percent,0.91
School District,Logan Co.,2009,Number,236
School District,Logan Co.,2009,Percent,0.92
School District,Ludlow Ind.,2003,Number,64
School District,Ludlow Ind.,2004,Number,51
School District,Ludlow Ind.,2005,Number,68
School District,Ludlow Ind.,2006,Number,73
School District,Ludlow Ind.,2007,Number,63
School District,Ludlow Ind.,2008,Number,62
School District,Ludlow Ind.,2003,Percent,0.93
School District,Ludlow Ind.,2004,Percent,0.96
School District,Ludlow Ind.,2005,Percent,0.99
School District,Ludlow Ind.,2006,Percent,0.97
School District,Ludlow Ind.,2007,Percent,0.94
School District,Ludlow Ind.,2008,Percent,0.91
School District,Ludlow Ind.,2009,Number,78
School District,Ludlow Ind.,2009,Percent,0.92
School District,Lyon Co.,2003,Number,64
School District,Lyon Co.,2004,Number,67
School District,Lyon Co.,2005,Number,55
School District,Lyon Co.,2006,Number,52
School District,Lyon Co.,2007,Number,71
School District,Lyon Co.,2008,Number,77
School District,Lyon Co.,2003,Percent,0.86
School District,Lyon Co.,2004,Percent,0.91
School District,Lyon Co.,2005,Percent,0.92
School District,Lyon Co.,2006,Percent,0.93
School District,Lyon Co.,2007,Percent,0.93
School District,Lyon Co.,2008,Percent,1
School District,Lyon Co.,2009,Number,85
School District,Lyon Co.,2009,Percent,0.92
School District,Madison Co.,2003,Number,449
School District,Madison Co.,2004,Number,503
School District,Madison Co.,2005,Number,504
School District,Madison Co.,2006,Number,575
School District,Madison Co.,2007,Number,562
School District,Madison Co.,2008,Number,613
School District,Madison Co.,2003,Percent,0.88
School District,Madison Co.,2004,Percent,0.92
School District,Madison Co.,2005,Percent,0.88
School District,Madison Co.,2006,Percent,0.89
School District,Madison Co.,2007,Percent,0.89
School District,Madison Co.,2008,Percent,0.9
School District,Madison Co.,2009,Number,625
School District,Madison Co.,2009,Percent,0.88
School District,Magoffin Co.,2003,Number,144
School District,Magoffin Co.,2004,Number,129
School District,Magoffin Co.,2005,Number,95
School District,Magoffin Co.,2006,Number,135
School District,Magoffin Co.,2007,Number,121
School District,Magoffin Co.,2008,Number,139
School District,Magoffin Co.,2003,Percent,0.72
School District,Magoffin Co.,2004,Percent,0.76
School District,Magoffin Co.,2005,Percent,0.81
School District,Magoffin Co.,2006,Percent,0.89
School District,Magoffin Co.,2007,Percent,0.89
School District,Magoffin Co.,2008,Percent,0.91
School District,Magoffin Co.,2009,Number,163
School District,Magoffin Co.,2009,Percent,0.93
School District,Marion Co.,2003,Number,172
School District,Marion Co.,2004,Number,179
School District,Marion Co.,2005,Number,167
School District,Marion Co.,2006,Number,167
School District,Marion Co.,2007,Number,171
School District,Marion Co.,2008,Number,195
School District,Marion Co.,2003,Percent,0.84
School District,Marion Co.,2004,Percent,0.81
School District,Marion Co.,2005,Percent,0.85
School District,Marion Co.,2006,Percent,0.82
School District,Marion Co.,2007,Percent,0.86
School District,Marion Co.,2008,Percent,0.82
School District,Marion Co.,2009,Number,198
School District,Marion Co.,2009,Percent,0.9
School District,Marshall Co.,2003,Number,276
School District,Marshall Co.,2004,Number,288
School District,Marshall Co.,2005,Number,265
School District,Marshall Co.,2006,Number,259
School District,Marshall Co.,2007,Number,289
School District,Marshall Co.,2008,Number,332
School District,Marshall Co.,2003,Percent,0.83
School District,Marshall Co.,2004,Percent,0.89
School District,Marshall Co.,2005,Percent,0.94
School District,Marshall Co.,2006,Percent,0.9
School District,Marshall Co.,2007,Percent,0.85
School District,Marshall Co.,2008,Percent,0.91
School District,Marshall Co.,2009,Number,317
School District,Marshall Co.,2009,Percent,0.86
School District,Martin Co.,2003,Number,151
School District,Martin Co.,2004,Number,133
School District,Martin Co.,2005,Number,108
School District,Martin Co.,2006,Number,119
School District,Martin Co.,2007,Number,121
School District,Martin Co.,2008,Number,115
School District,Martin Co.,2003,Percent,0.79
School District,Martin Co.,2004,Percent,0.81
School District,Martin Co.,2005,Percent,0.78
School District,Martin Co.,2006,Percent,0.79
School District,Martin Co.,2007,Percent,0.74
School District,Martin Co.,2008,Percent,0.86
School District,Martin Co.,2009,Number,148
School District,Martin Co.,2009,Percent,0.86
School District,Mason Co.,2003,Number,165
School District,Mason Co.,2004,Number,168
School District,Mason Co.,2005,Number,175
School District,Mason Co.,2006,Number,153
School District,Mason Co.,2007,Number,191
School District,Mason Co.,2008,Number,179
School District,Mason Co.,2003,Percent,0.86
School District,Mason Co.,2004,Percent,0.79
School District,Mason Co.,2005,Percent,0.83
School District,Mason Co.,2006,Percent,0.81
School District,Mason Co.,2007,Percent,0.89
School District,Mason Co.,2008,Percent,0.88
School District,Mason Co.,2009,Number,182
School District,Mason Co.,2009,Percent,0.84
School District,Mayfield Ind.,2003,Number,80
School District,Mayfield Ind.,2004,Number,81
School District,Mayfield Ind.,2005,Number,78
School District,Mayfield Ind.,2006,Number,78
School District,Mayfield Ind.,2007,Number,75
School District,Mayfield Ind.,2008,Number,91
School District,Mayfield Ind.,2003,Percent,0.84
School District,Mayfield Ind.,2004,Percent,0.74
School District,Mayfield Ind.,2005,Percent,0.85
School District,Mayfield Ind.,2006,Percent,0.74
School District,Mayfield Ind.,2007,Percent,0.74
School District,Mayfield Ind.,2008,Percent,0.83
School District,Mayfield Ind.,2009,Number,99
School District,Mayfield Ind.,2009,Percent,0.93
School District,McCracken Co.,2003,Number,415
School District,McCracken Co.,2004,Number,412
School District,McCracken Co.,2005,Number,438
School District,McCracken Co.,2006,Number,391
School District,McCracken Co.,2007,Number,433
School District,McCracken Co.,2008,Number,447
School District,McCracken Co.,2003,Percent,0.91
School District,McCracken Co.,2004,Percent,0.91
School District,McCracken Co.,2005,Percent,0.93
School District,McCracken Co.,2006,Percent,0.94
School District,McCracken Co.,2007,Percent,0.91
School District,McCracken Co.,2008,Percent,0.91
School District,McCracken Co.,2009,Number,414
School District,McCracken Co.,2009,Percent,0.9
School District,McCreary Co.,2003,Number,175
School District,McCreary Co.,2004,Number,214
School District,McCreary Co.,2005,Number,206
School District,McCreary Co.,2006,Number,192
School District,McCreary Co.,2007,Number,252
School District,McCreary Co.,2008,Number,193
School District,McCreary Co.,2003,Percent,0.76
School District,McCreary Co.,2004,Percent,0.88
School District,McCreary Co.,2005,Percent,0.92
School District,McCreary Co.,2006,Percent,0.88
School District,McCreary Co.,2007,Percent,0.7
School District,McCreary Co.,2008,Percent,0.8
School District,McCreary Co.,2009,Number,187
School District,McCreary Co.,2009,Percent,0.85
School District,McLean Co.,2003,Number,114
School District,McLean Co.,2004,Number,104
School District,McLean Co.,2005,Number,111
School District,McLean Co.,2006,Number,101
School District,McLean Co.,2007,Number,108
School District,McLean Co.,2008,Number,108
School District,McLean Co.,2003,Percent,0.85
School District,McLean Co.,2004,Percent,0.83
School District,McLean Co.,2005,Percent,0.92
School District,McLean Co.,2006,Percent,0.89
School District,McLean Co.,2007,Percent,0.86
School District,McLean Co.,2008,Percent,0.89
School District,McLean Co.,2009,Number,104
School District,McLean Co.,2009,Percent,0.94
School District,Meade Co.,2003,Number,323
School District,Meade Co.,2004,Number,320
School District,Meade Co.,2005,Number,353
School District,Meade Co.,2006,Number,353
School District,Meade Co.,2007,Number,307
School District,Meade Co.,2008,Number,330
School District,Meade Co.,2003,Percent,0.81
School District,Meade Co.,2004,Percent,0.83
School District,Meade Co.,2005,Percent,0.87
School District,Meade Co.,2006,Percent,0.86
School District,Meade Co.,2007,Percent,0.88
School District,Meade Co.,2008,Percent,0.9
School District,Meade Co.,2009,Number,341
School District,Meade Co.,2009,Percent,0.9
School District,Menifee Co.,2003,Number,98
School District,Menifee Co.,2004,Number,69
School District,Menifee Co.,2005,Number,76
School District,Menifee Co.,2006,Number,68
School District,Menifee Co.,2007,Number,68
School District,Menifee Co.,2008,Number,81
School District,Menifee Co.,2003,Percent,0.74
School District,Menifee Co.,2004,Percent,0.76
School District,Menifee Co.,2005,Percent,0.83
School District,Menifee Co.,2006,Percent,0.91
School District,Menifee Co.,2007,Percent,0.85
School District,Menifee Co.,2008,Percent,0.86
School District,Menifee Co.,2009,Number,66
School District,Menifee Co.,2009,Percent,0.8
School District,Mercer Co.,2003,Number,152
School District,Mercer Co.,2004,Number,127
School District,Mercer Co.,2005,Number,155
School District,Mercer Co.,2006,Number,178
School District,Mercer Co.,2007,Number,203
School District,Mercer Co.,2008,Number,228
School District,Mercer Co.,2003,Percent,0.94
School District,Mercer Co.,2004,Percent,0.92
School District,Mercer Co.,2005,Percent,0.95
School District,Mercer Co.,2006,Percent,0.94
School District,Mercer Co.,2007,Percent,0.93
School District,Mercer Co.,2008,Percent,0.86
School District,Mercer Co.,2009,Number,218
School District,Mercer Co.,2009,Percent,0.94
School District,Metcalfe Co.,2003,Number,55
School District,Metcalfe Co.,2004,Number,99
School District,Metcalfe Co.,2005,Number,83
School District,Metcalfe Co.,2006,Number,95
School District,Metcalfe Co.,2007,Number,96
School District,Metcalfe Co.,2008,Number,104
School District,Metcalfe Co.,2003,Percent,0.73
School District,Metcalfe Co.,2004,Percent,0.88
School District,Metcalfe Co.,2005,Percent,0.88
School District,Metcalfe Co.,2006,Percent,0.88
School District,Metcalfe Co.,2007,Percent,0.89
School District,Metcalfe Co.,2008,Percent,0.84
School District,Metcalfe Co.,2009,Number,98
School District,Metcalfe Co.,2009,Percent,0.82
School District,Middlesboro Ind.,2003,Number,83
School District,Middlesboro Ind.,2004,Number,103
School District,Middlesboro Ind.,2005,Number,115
School District,Middlesboro Ind.,2006,Number,77
School District,Middlesboro Ind.,2007,Number,98
School District,Middlesboro Ind.,2008,Number,112
School District,Middlesboro Ind.,2003,Percent,0.67
School District,Middlesboro Ind.,2004,Percent,0.74
School District,Middlesboro Ind.,2005,Percent,0.77
School District,Middlesboro Ind.,2006,Percent,0.61
School District,Middlesboro Ind.,2007,Percent,0.73
School District,Middlesboro Ind.,2008,Percent,0.77
School District,Middlesboro Ind.,2009,Number,113
School District,Middlesboro Ind.,2009,Percent,0.81
School District,Monroe Co.,2003,Number,118
School District,Monroe Co.,2004,Number,124
School District,Monroe Co.,2005,Number,118
School District,Monroe Co.,2006,Number,116
School District,Monroe Co.,2007,Number,113
School District,Monroe Co.,2008,Number,103
School District,Monroe Co.,2003,Percent,0.84
School District,Monroe Co.,2004,Percent,0.88
School District,Monroe Co.,2005,Percent,0.85
School District,Monroe Co.,2006,Percent,0.87
School District,Monroe Co.,2007,Percent,0.86
School District,Monroe Co.,2008,Percent,0.9
School District,Monroe Co.,2009,Number,147
School District,Monroe Co.,2009,Percent,0.91
School District,Montgomery Co.,2003,Number,203
School District,Montgomery Co.,2004,Number,230
School District,Montgomery Co.,2005,Number,202
School District,Montgomery Co.,2006,Number,194
School District,Montgomery Co.,2007,Number,232
School District,Montgomery Co.,2008,Number,247
School District,Montgomery Co.,2003,Percent,0.79
School District,Montgomery Co.,2004,Percent,0.84
School District,Montgomery Co.,2005,Percent,0.87
School District,Montgomery Co.,2006,Percent,0.83
School District,Montgomery Co.,2007,Percent,0.85
School District,Montgomery Co.,2008,Percent,0.82
School District,Montgomery Co.,2009,Number,249
School District,Montgomery Co.,2009,Percent,0.81
School District,Monticello Ind.,2003,Number,48
School District,Monticello Ind.,2004,Number,40
School District,Monticello Ind.,2005,Number,40
School District,Monticello Ind.,2006,Number,57
School District,Monticello Ind.,2007,Number,52
School District,Monticello Ind.,2008,Number,51
School District,Monticello Ind.,2003,Percent,0.81
School District,Monticello Ind.,2004,Percent,0.8
School District,Monticello Ind.,2005,Percent,0.74
School District,Monticello Ind.,2006,Percent,0.93
School District,Monticello Ind.,2007,Percent,0.87
School District,Monticello Ind.,2008,Percent,0.85
School District,Monticello Ind.,2009,Number,53
School District,Monticello Ind.,2009,Percent,0.84
School District,Morgan Co.,2003,Number,150
School District,Morgan Co.,2004,Number,133
School District,Morgan Co.,2005,Number,128
School District,Morgan Co.,2006,Number,143
School District,Morgan Co.,2007,Number,140
School District,Morgan Co.,2008,Number,129
School District,Morgan Co.,2003,Percent,0.78
School District,Morgan Co.,2004,Percent,0.83
School District,Morgan Co.,2005,Percent,0.77
School District,Morgan Co.,2006,Percent,0.8
School District,Morgan Co.,2007,Percent,0.84
School District,Morgan Co.,2008,Percent,0.85
School District,Morgan Co.,2009,Number,144
School District,Morgan Co.,2009,Percent,0.87
School District,Muhlenberg Co.,2003,Number,348
School District,Muhlenberg Co.,2004,Number,328
School District,Muhlenberg Co.,2005,Number,302
School District,Muhlenberg Co.,2006,Number,307
School District,Muhlenberg Co.,2007,Number,357
School District,Muhlenberg Co.,2008,Number,354
School District,Muhlenberg Co.,2003,Percent,0.83
School District,Muhlenberg Co.,2004,Percent,0.85
School District,Muhlenberg Co.,2005,Percent,0.88
School District,Muhlenberg Co.,2006,Percent,0.87
School District,Muhlenberg Co.,2007,Percent,0.88
School District,Muhlenberg Co.,2008,Percent,0.88
School District,Muhlenberg Co.,2009,Number,315
School District,Muhlenberg Co.,2009,Percent,0.84
School District,Murray Ind.,2003,Number,118
School District,Murray Ind.,2004,Number,113
School District,Murray Ind.,2005,Number,133
School District,Murray Ind.,2006,Number,143
School District,Murray Ind.,2007,Number,132
School District,Murray Ind.,2008,Number,97
School District,Murray Ind.,2003,Percent,0.99
School District,Murray Ind.,2004,Percent,0.97
School District,Murray Ind.,2005,Percent,0.96
School District,Murray Ind.,2006,Percent,0.97
School District,Murray Ind.,2007,Percent,0.96
School District,Murray Ind.,2008,Percent,0.94
School District,Murray Ind.,2009,Number,121
School District,Murray Ind.,2009,Percent,0.93
School District,Nelson Co.,2003,Number,304
School District,Nelson Co.,2004,Number,333
School District,Nelson Co.,2005,Number,295
School District,Nelson Co.,2006,Number,318
School District,Nelson Co.,2007,Number,313
School District,Nelson Co.,2008,Number,367
School District,Nelson Co.,2003,Percent,0.87
School District,Nelson Co.,2004,Percent,0.89
School District,Nelson Co.,2005,Percent,0.89
School District,Nelson Co.,2006,Percent,0.89
School District,Nelson Co.,2007,Percent,0.89
School District,Nelson Co.,2008,Percent,0.96
School District,Nelson Co.,2009,Number,381
School District,Nelson Co.,2009,Percent,0.94
School District,Newport Ind.,2003,Number,142
School District,Newport Ind.,2004,Number,121
School District,Newport Ind.,2005,Number,105
School District,Newport Ind.,2006,Number,111
School District,Newport Ind.,2007,Number,114
School District,Newport Ind.,2008,Number,86
School District,Newport Ind.,2003,Percent,0.87
School District,Newport Ind.,2004,Percent,0.82
School District,Newport Ind.,2005,Percent,0.83
School District,Newport Ind.,2006,Percent,0.85
School District,Newport Ind.,2007,Percent,0.81
School District,Newport Ind.,2008,Percent,0.89
School District,Newport Ind.,2009,Number,96
School District,Newport Ind.,2009,Percent,0.73
School District,Nicholas Co.,2003,Number,69
School District,Nicholas Co.,2004,Number,78
School District,Nicholas Co.,2005,Number,73
School District,Nicholas Co.,2006,Number,64
School District,Nicholas Co.,2007,Number,80
School District,Nicholas Co.,2008,Number,74
School District,Nicholas Co.,2003,Percent,0.85
School District,Nicholas Co.,2004,Percent,0.84
School District,Nicholas Co.,2005,Percent,0.84
School District,Nicholas Co.,2006,Percent,0.85
School District,Nicholas Co.,2007,Percent,0.82
School District,Nicholas Co.,2008,Percent,0.84
School District,Nicholas Co.,2009,Number,83
School District,Nicholas Co.,2009,Percent,0.82
School District,Ohio Co.,2003,Number,244
School District,Ohio Co.,2004,Number,251
School District,Ohio Co.,2005,Number,269
School District,Ohio Co.,2006,Number,221
School District,Ohio Co.,2007,Number,252
School District,Ohio Co.,2008,Number,225
School District,Ohio Co.,2003,Percent,0.89
School District,Ohio Co.,2004,Percent,0.86
School District,Ohio Co.,2005,Percent,0.9
School District,Ohio Co.,2006,Percent,0.86
School District,Ohio Co.,2007,Percent,0.91
School District,Ohio Co.,2008,Percent,0.91
School District,Ohio Co.,2009,Number,259
School District,Ohio Co.,2009,Percent,0.87
School District,Oldham Co.,2003,Number,612
School District,Oldham Co.,2004,Number,647
School District,Oldham Co.,2005,Number,655
School District,Oldham Co.,2006,Number,674
School District,Oldham Co.,2007,Number,736
School District,Oldham Co.,2008,Number,725
School District,Oldham Co.,2003,Percent,0.93
School District,Oldham Co.,2004,Percent,0.92
School District,Oldham Co.,2005,Percent,0.94
School District,Oldham Co.,2006,Percent,0.94
School District,Oldham Co.,2007,Percent,0.96
School District,Oldham Co.,2008,Percent,0.94
School District,Oldham Co.,2009,Number,776
School District,Oldham Co.,2009,Percent,0.95
School District,Owen Co.,2003,Number,92
School District,Owen Co.,2004,Number,106
School District,Owen Co.,2005,Number,105
School District,Owen Co.,2006,Number,110
School District,Owen Co.,2007,Number,118
School District,Owen Co.,2008,Number,127
School District,Owen Co.,2003,Percent,0.74
School District,Owen Co.,2004,Percent,0.76
School District,Owen Co.,2005,Percent,0.75
School District,Owen Co.,2006,Percent,0.76
School District,Owen Co.,2007,Percent,0.82
School District,Owen Co.,2008,Percent,0.9
School District,Owen Co.,2009,Number,132
School District,Owen Co.,2009,Percent,0.89
School District,Owensboro Ind.,2003,Number,223
School District,Owensboro Ind.,2004,Number,225
School District,Owensboro Ind.,2005,Number,206
School District,Owensboro Ind.,2006,Number,200
School District,Owensboro Ind.,2007,Number,222
School District,Owensboro Ind.,2008,Number,218
School District,Owensboro Ind.,2003,Percent,0.84
School District,Owensboro Ind.,2004,Percent,0.89
School District,Owensboro Ind.,2005,Percent,0.9
School District,Owensboro Ind.,2006,Percent,0.87
School District,Owensboro Ind.,2007,Percent,0.84
School District,Owensboro Ind.,2008,Percent,0.85
School District,Owensboro Ind.,2009,Number,228
School District,Owensboro Ind.,2009,Percent,0.83
School District,Owsley Co.,2003,Number,53
School District,Owsley Co.,2004,Number,55
School District,Owsley Co.,2005,Number,48
School District,Owsley Co.,2006,Number,49
School District,Owsley Co.,2007,Number,46
School District,Owsley Co.,2008,Number,64
School District,Owsley Co.,2003,Percent,0.79
School District,Owsley Co.,2004,Percent,0.74
School District,Owsley Co.,2005,Percent,0.83
School District,Owsley Co.,2006,Percent,0.88
School District,Owsley Co.,2007,Percent,0.87
School District,Owsley Co.,2008,Percent,0.86
School District,Owsley Co.,2009,Number,46
School District,Owsley Co.,2009,Percent,0.88
School District,Paducah Ind.,2003,Number,159
School District,Paducah Ind.,2004,Number,150
School District,Paducah Ind.,2005,Number,133
School District,Paducah Ind.,2006,Number,155
School District,Paducah Ind.,2007,Number,144
School District,Paducah Ind.,2008,Number,167
School District,Paducah Ind.,2003,Percent,0.7
School District,Paducah Ind.,2004,Percent,0.74
School District,Paducah Ind.,2005,Percent,0.77
School District,Paducah Ind.,2006,Percent,0.79
School District,Paducah Ind.,2007,Percent,0.78
School District,Paducah Ind.,2008,Percent,0.86
School District,Paducah Ind.,2009,Number,188
School District,Paducah Ind.,2009,Percent,0.87
School District,Paintsville Ind.,2003,Number,57
School District,Paintsville Ind.,2004,Number,64
School District,Paintsville Ind.,2005,Number,75
School District,Paintsville Ind.,2006,Number,50
School District,Paintsville Ind.,2007,Number,68
School District,Paintsville Ind.,2008,Number,46
School District,Paintsville Ind.,2003,Percent,0.77
School District,Paintsville Ind.,2004,Percent,0.89
School District,Paintsville Ind.,2005,Percent,0.85
School District,Paintsville Ind.,2006,Percent,0.91
School District,Paintsville Ind.,2007,Percent,0.92
School District,Paintsville Ind.,2008,Percent,0.96
School District,Paintsville Ind.,2009,Number,54
School District,Paintsville Ind.,2009,Percent,0.98
School District,Paris Ind.,2003,Number,48
School District,Paris Ind.,2004,Number,29
School District,Paris Ind.,2005,Number,44
School District,Paris Ind.,2006,Number,33
School District,Paris Ind.,2007,Number,53
School District,Paris Ind.,2008,Number,46
School District,Paris Ind.,2003,Percent,0.91
School District,Paris Ind.,2004,Percent,0.88
School District,Paris Ind.,2005,Percent,0.83
School District,Paris Ind.,2006,Percent,0.89
School District,Paris Ind.,2007,Percent,1
School District,Paris Ind.,2008,Percent,0.96
School District,Paris Ind.,2009,Number,40
School District,Paris Ind.,2009,Percent,0.89
School District,Pendleton Co.,2003,Number,185
School District,Pendleton Co.,2004,Number,192
School District,Pendleton Co.,2005,Number,152
School District,Pendleton Co.,2006,Number,191
School District,Pendleton Co.,2007,Number,198
School District,Pendleton Co.,2008,Number,184
School District,Pendleton Co.,2003,Percent,0.91
School District,Pendleton Co.,2004,Percent,0.91
School District,Pendleton Co.,2005,Percent,0.89
School District,Pendleton Co.,2006,Percent,0.92
School District,Pendleton Co.,2007,Percent,0.84
School District,Pendleton Co.,2008,Percent,0.92
School District,Pendleton Co.,2009,Number,183
School District,Pendleton Co.,2009,Percent,0.91
School District,Perry Co.,2003,Number,200
School District,Perry Co.,2004,Number,252
School District,Perry Co.,2005,Number,220
School District,Perry Co.,2006,Number,231
School District,Perry Co.,2007,Number,247
School District,Perry Co.,2008,Number,263
School District,Perry Co.,2003,Percent,0.68
School District,Perry Co.,2004,Percent,0.78
School District,Perry Co.,2005,Percent,0.79
School District,Perry Co.,2006,Percent,0.86
School District,Perry Co.,2007,Percent,0.89
School District,Perry Co.,2008,Percent,0.89
School District,Perry Co.,2009,Number,253
School District,Perry Co.,2009,Percent,0.9
School District,Pike Co.,2003,Number,583
School District,Pike Co.,2004,Number,594
School District,Pike Co.,2005,Number,573
School District,Pike Co.,2006,Number,568
School District,Pike Co.,2007,Number,636
School District,Pike Co.,2008,Number,593
School District,Pike Co.,2003,Percent,0.84
School District,Pike Co.,2004,Percent,0.82
School District,Pike Co.,2005,Percent,0.82
School District,Pike Co.,2006,Percent,0.86
School District,Pike Co.,2007,Percent,0.85
School District,Pike Co.,2008,Percent,0.81
School District,Pike Co.,2009,Number,613
School District,Pike Co.,2009,Percent,0.82
School District,Pikeville Ind.,2003,Number,79
School District,Pikeville Ind.,2004,Number,73
School District,Pikeville Ind.,2005,Number,85
School District,Pikeville Ind.,2006,Number,83
School District,Pikeville Ind.,2007,Number,67
School District,Pikeville Ind.,2008,Number,85
School District,Pikeville Ind.,2003,Percent,0.83
School District,Pikeville Ind.,2004,Percent,0.91
School District,Pikeville Ind.,2005,Percent,0.92
School District,Pikeville Ind.,2006,Percent,0.94
School District,Pikeville Ind.,2007,Percent,0.84
School District,Pikeville Ind.,2008,Percent,0.92
School District,Pikeville Ind.,2009,Number,74
School District,Pikeville Ind.,2009,Percent,0.93
School District,Pineville Ind.,2003,Number,28
School District,Pineville Ind.,2004,Number,29
School District,Pineville Ind.,2005,Number,42
School District,Pineville Ind.,2006,Number,38
School District,Pineville Ind.,2007,Number,29
School District,Pineville Ind.,2008,Number,37
School District,Pineville Ind.,2003,Percent,0.85
School District,Pineville Ind.,2004,Percent,0.83
School District,Pineville Ind.,2005,Percent,0.82
School District,Pineville Ind.,2006,Percent,0.88
School District,Pineville Ind.,2007,Percent,0.74
